seq,tx,rx,latency
439454,1764177705729814221,1764177705723994450,-5819771
3227146,1764177705729831832,1764177705723996765,-5835067
439455,1764177705730873880,1764177705724268729,-6605151
3227147,1764177705730892102,1764177705724273543,-6618559
439456,1764177705731934614,1764177705725327713,-6606901
3227148,1764177705731952151,1764177705725359769,-6592382
439457,1764177705732994182,1764177705726350864,-6643318
3227149,1764177705733012033,1764177705726367420,-6644613
439458,1764177705734053749,1764177705727438553,-6615196
3227150,1764177705734071897,1764177705727443516,-6628381
439459,1764177705735113223,1764177705728476519,-6636704
3227151,1764177705735131816,1764177705728501778,-6630038
439460,1764177705736174013,1764177705729529689,-6644324
3227152,1764177705736191624,1764177705729546152,-6645472
439461,1764177705737233617,1764177705730615340,-6618277
3227153,1764177705737251358,1764177705730620711,-6630647
439462,1764177705738293203,1764177705731657158,-6636045
3227154,1764177705738311407,1764177705731669084,-6642323
439463,1764177705739353900,1764177705732735847,-6618053
3227155,1764177705739371252,1764177705732740310,-6630942
439464,1764177705740413467,1764177705733841535,-6571932
3227156,1764177705740431004,1764177705733845868,-6585136
439465,1764177705741472979,1764177705734838075,-6634904
3227157,1764177705741490868,1764177705734847168,-6643700
439466,1764177705742532528,1764177705735887856,-6644672
3227158,1764177705742550657,1764177705735905634,-6645023
439467,1764177705743593280,1764177705736948304,-6644976
3227159,1764177705743610576,1764177705736966433,-6644143
439468,1764177705744652921,1764177705738007807,-6645114
3227160,1764177705744670440,1764177705738025251,-6645189
439469,1764177705745712489,1764177705739068940,-6643549
3227161,1764177705745730359,1764177705739086106,-6644253
439470,1764177705746772056,1764177705740127184,-6644872
3227162,1764177705746790074,1764177705740145850,-6644224
439471,1764177705747832771,1764177705741187816,-6644955
3227163,1764177705747849975,1764177705741206057,-6643918
439472,1764177705748892431,1764177705742247579,-6644852
3227164,1764177705748909875,1764177705742264690,-6645185
439473,1764177705749951980,1764177705743310564,-6641416
3227165,1764177705749969943,1764177705743330415,-6639528
439474,1764177705751011121,1764177705744368289,-6642832
3227166,1764177705751029769,1764177705744386419,-6643350
439475,1764177705752071800,1764177705745428403,-6643397
3227167,1764177705752089540,1764177705745446533,-6643007
439476,1764177705753131422,1764177705746489666,-6641756
3227168,1764177705753149404,1764177705746506166,-6643238
439477,1764177705754191138,1764177705747547502,-6643636
3227169,1764177705754209730,1764177705747566021,-6643709
439478,1764177705755251946,1764177705748610042,-6641904
3227170,1764177705755269520,1764177705748626357,-6643163
439479,1764177705756310550,1764177705749666860,-6643690
3227171,1764177705756329587,1764177705749686027,-6643560
439480,1764177705757368988,1764177705750725678,-6643310
3227172,1764177705757389321,1764177705750746216,-6643105
439481,1764177705758427370,1764177705751783570,-6643800
3227173,1764177705758450833,1764177705751808496,-6642337
439482,1764177705759487048,1764177705752845277,-6641771
3227174,1764177705759511826,1764177705752869000,-6642826
439483,1764177705760547134,1764177705753903577,-6643557
3227175,1764177705760571986,1764177705753928799,-6643187
439484,1764177705761606923,1764177705754965562,-6641361
3227176,1764177705761631849,1764177705754990580,-6641269
439485,1764177705762666843,1764177705756023546,-6643297
3227177,1764177705762691565,1764177705756047935,-6643630
439486,1764177705763727780,1764177705757084235,-6643545
3227178,1764177705763751410,1764177705757108068,-6643342
439487,1764177705764787625,1764177705758144719,-6642906
3227179,1764177705764811292,1764177705758167849,-6643443
439488,1764177705765847470,1764177705759205111,-6642359
3227180,1764177705765870970,1764177705759227834,-6643136
439489,1764177705766907223,1764177705760263726,-6643497
3227181,1764177705766930667,1764177705760287374,-6643293
439490,1764177705767968142,1764177705761324581,-6643561
3227182,1764177705767990531,1764177705761346895,-6643636
439491,1764177705769027950,1764177705762391306,-6636644
3227183,1764177705769050413,1764177705762407899,-6642514
439492,1764177705770087795,1764177705763451920,-6635875
3227184,1764177705770110184,1764177705763469643,-6640541
439493,1764177705771147492,1764177705764504238,-6643254
3227185,1764177705771169973,1764177705764537683,-6632290
439494,1764177705772207337,1764177705765563667,-6643670
3227186,1764177705772230207,1764177705765587427,-6642780
439495,1764177705773267219,1764177705766625245,-6641974
3227187,1764177705773290126,1764177705766647263,-6642863
439496,1764177705774326990,1764177705767683785,-6643205
3227188,1764177705774349934,1764177705767706489,-6643445
439497,1764177705775387853,1764177705768744695,-6643158
3227189,1764177705775409761,1764177705768768103,-6641658
439498,1764177705776447661,1764177705769803958,-6643703
3227190,1764177705776469624,1764177705769826384,-6643240
439499,1764177705777507506,1764177705770864017,-6643489
3227191,1764177705777529525,1764177705770886220,-6643305
439500,1764177705778567222,1764177705771923316,-6643906
3227192,1764177705778589296,1764177705771945538,-6643758
439501,1764177705779628048,1764177705772984375,-6643673
3227193,1764177705779649289,1764177705773006005,-6643284
439502,1764177705780687875,1764177705774044489,-6643386
3227194,1764177705780709134,1764177705774065526,-6643608
439503,1764177705781747646,1764177705775137881,-6609765
3227195,1764177705781769035,1764177705775142789,-6626246
439504,1764177705782807343,1764177705776176218,-6631125
3227196,1764177705782828861,1764177705776196310,-6632551
439505,1764177705783868132,1764177705777224073,-6644059
3227197,1764177705783888947,1764177705777244721,-6644226
439506,1764177705784927718,1764177705778282798,-6644920
3227198,1764177705784948736,1764177705778303428,-6645308
439507,1764177705785987433,1764177705779344098,-6643335
3227199,1764177705786008581,1764177705779364005,-6644576
439508,1764177705787047130,1764177705780406323,-6640807
3227200,1764177705787068167,1764177705780423249,-6644918
439509,1764177705788108142,1764177705781463289,-6644853
3227201,1764177705788128086,1764177705781482845,-6645241
439510,1764177705789167950,1764177705782523663,-6644287
3227202,1764177705789187876,1764177705782544052,-6643824
439511,1764177705790227665,1764177705783584814,-6642851
3227203,1764177705790247462,1764177705783602814,-6644648
439512,1764177705791288510,1764177705784644558,-6643952
3227204,1764177705791307640,1764177705784662725,-6644915
439513,1764177705792348170,1764177705785702839,-6645331
3227205,1764177705792367707,1764177705785722617,-6645090
439514,1764177705793407978,1764177705786763546,-6644432
3227206,1764177705793427367,1764177705786783305,-6644062
439515,1764177705794467768,1764177705787822808,-6644960
3227207,1764177705794487156,1764177705787841957,-6645199
439516,1764177705795528576,1764177705788883941,-6644635
3227208,1764177705795547464,1764177705788902293,-6645171
439517,1764177705796588384,1764177705789944315,-6644069
3227209,1764177705796607309,1764177705789962574,-6644735
439518,1764177705797648044,1764177705791006447,-6641597
3227210,1764177705797667210,1764177705791025244,-6641966
439519,1764177705798707889,1764177705792064377,-6643512
3227211,1764177705798727037,1764177705792083766,-6643271
439520,1764177705799768771,1764177705793125417,-6643354
3227212,1764177705799786974,1764177705793142972,-6644002
439521,1764177705800828468,1764177705794186124,-6642344
3227213,1764177705800847060,1764177705794204050,-6643010
439522,1764177705801887609,1764177705795245238,-6642371
3227214,1764177705801907164,1764177705795263720,-6643444
439523,1764177705802947417,1764177705796303686,-6643731
3227215,1764177705802967102,1764177705796324704,-6642398
439524,1764177705804008373,1764177705797364948,-6643425
3227216,1764177705804027151,1764177705797383689,-6643462
439525,1764177705805068200,1764177705798424599,-6643601
3227217,1764177705805087218,1764177705798443581,-6643637
439526,1764177705806128026,1764177705799484658,-6643368
3227218,1764177705806147156,1764177705799503529,-6643627
439527,1764177705807189001,1764177705800545958,-6643043
3227219,1764177705807207315,1764177705800564476,-6642839
439528,1764177705808248679,1764177705801605627,-6643052
3227220,1764177705808269049,1764177705801627035,-6642014
439529,1764177705809308320,1764177705802664575,-6643745
3227221,1764177705809330339,1764177705802686964,-6643375
439530,1764177705810368091,1764177705803725597,-6642494
3227222,1764177705810390536,1764177705803747375,-6643161
439531,1764177705811428918,1764177705804785878,-6643040
3227223,1764177705811450584,1764177705804807063,-6643521
439532,1764177705812488800,1764177705805845196,-6643604
3227224,1764177705812510374,1764177705805866825,-6643549
439533,1764177705813548552,1764177705806905236,-6643316
3227225,1764177705813570256,1764177705806926755,-6643501
439534,1764177705814608268,1764177705808330537,-6277731
3227226,1764177705814629916,1764177705808335388,-6294528
439535,1764177705815669020,1764177705809042372,-6626648
3227227,1764177705815690002,1764177705809044502,-6645500
439536,1764177705816728606,1764177705810085190,-6643416
3227228,1764177705816749754,1764177705810110709,-6639045
439537,1764177705817788488,1764177705811147952,-6640536
3227229,1764177705817809506,1764177705811166045,-6643461
439538,1764177705818848203,1764177705812204844,-6643359
3227230,1764177705818869352,1764177705812225493,-6643859
439539,1764177705819909086,1764177705813265514,-6643572
3227231,1764177705819929141,1764177705813285477,-6643664
439540,1764177705820968949,1764177705814336573,-6632376
3227232,1764177705820989042,1764177705814756815,-6232227
439541,1764177705822028794,1764177705815396373,-6632421
3227233,1764177705822048850,1764177705815411706,-6637144
439542,1764177705823088547,1764177705816445468,-6643079
3227234,1764177705823108509,1764177705816474691,-6633818
439543,1764177705824149262,1764177705817507564,-6641698
3227235,1764177705824168558,1764177705817524749,-6643809
439544,1764177705825209089,1764177705818567567,-6641522
3227236,1764177705825228348,1764177705818584975,-6643373
439545,1764177705826268897,1764177705819625367,-6643530
3227237,1764177705826288285,1764177705819644941,-6643344
439546,1764177705827329686,1764177705820686777,-6642909
3227238,1764177705827348501,1764177705820705037,-6643464
439547,1764177705828389346,1764177705821973578,-6415768
3227239,1764177705828408531,1764177705821976652,-6431879
439548,1764177705829448876,1764177705822806969,-6641907
3227240,1764177705829468394,1764177705822829247,-6639147
439549,1764177705830508721,1764177705823865046,-6643675
3227241,1764177705830528221,1764177705823889139,-6639082
439550,1764177705831569622,1764177705824926475,-6643147
3227242,1764177705831588325,1764177705824949383,-6638942
439551,1764177705832629282,1764177705825985756,-6643526
3227243,1764177705832648244,1764177705826005053,-6643191
439552,1764177705833688923,1764177705827045630,-6643293
3227244,1764177705833708126,1764177705827064611,-6643515
439553,1764177705834748546,1764177705828121874,-6626672
3227245,1764177705834767934,1764177705828124892,-6643042
439554,1764177705835809465,1764177705829166451,-6643014
3227246,1764177705835827650,1764177705829184432,-6643218
439555,1764177705836869199,1764177705830225528,-6643671
3227247,1764177705836887921,1764177705830244436,-6643485
439556,1764177705837928803,1764177705831286568,-6642235
3227248,1764177705837947784,1764177705831304328,-6643456
439557,1764177705838988426,1764177705832344738,-6643688
3227249,1764177705839007611,1764177705832364201,-6643410
439558,1764177705840049345,1764177705833405871,-6643474
3227250,1764177705840067808,1764177705833425649,-6642159
439559,1764177705841109042,1764177705834465485,-6643557
3227251,1764177705841127745,1764177705834484560,-6643185
439560,1764177705842168683,1764177705835526081,-6642602
3227252,1764177705842187831,1764177705835545137,-6642694
439561,1764177705843229454,1764177705836586807,-6642647
3227253,1764177705843247713,1764177705836604084,-6643629
439562,1764177705844289040,1764177705837645402,-6643638
3227254,1764177705844307799,1764177705837665791,-6642008
439563,1764177705845348774,1764177705838705109,-6643665
3227255,1764177705845367774,1764177705838724906,-6642868
439564,1764177705846408582,1764177705839765798,-6642784
3227256,1764177705846427545,1764177705839784205,-6643340
439565,1764177705847469427,1764177705840825986,-6643441
3227257,1764177705847487464,1764177705840863449,-6624015
439566,1764177705848529161,1764177705841887285,-6641876
3227258,1764177705848547438,1764177705841904563,-6642875
439567,1764177705849588617,1764177705842945807,-6642810
3227259,1764177705849607339,1764177705842964455,-6642884
439568,1764177705850648295,1764177705844005236,-6643059
3227260,1764177705850667443,1764177705844024070,-6643373
439569,1764177705851709529,1764177705845067647,-6641882
3227261,1764177705851727307,1764177705845084110,-6643197
439570,1764177705852768708,1764177705846125224,-6643484
3227262,1764177705852786985,1764177705846143557,-6643428
439571,1764177705853828330,1764177705847184838,-6643492
3227263,1764177705853846997,1764177705847203838,-6643159
439572,1764177705854888101,1764177705848244897,-6643204
3227264,1764177705854906953,1764177705848263860,-6643093
439573,1764177705855949020,1764177705849306734,-6642286
3227265,1764177705855966761,1764177705849324289,-6642472
439574,1764177705857008606,1764177705850364922,-6643684
3227266,1764177705857026643,1764177705850390329,-6636314
439575,1764177705858068192,1764177705851438444,-6629748
3227267,1764177705858088396,1764177705851451462,-6636934
439576,1764177705859127833,1764177705852484280,-6643553
3227268,1764177705859149648,1764177705852506299,-6643349
439577,1764177705860188715,1764177705853545376,-6643339
3227269,1764177705860209882,1764177705853567598,-6642284
439578,1764177705861248505,1764177705854605138,-6643367
3227270,1764177705861269727,1764177705854626713,-6643014
439579,1764177705862308239,1764177705855664734,-6643505
3227271,1764177705862329553,1764177705855692568,-6636985
439580,1764177705863369047,1764177705856726534,-6642513
3227272,1764177705863389473,1764177705856746423,-6643050
439581,1764177705864428836,1764177705857785481,-6643355
3227273,1764177705864449207,1764177705857805722,-6643485
439582,1764177705865488515,1764177705858846244,-6642271
3227274,1764177705865509033,1764177705858865540,-6643493
439583,1764177705866548434,1764177705859905136,-6643298
3227275,1764177705866568841,1764177705859925340,-6643501
439584,1764177705867609279,1764177705860967565,-6641714
3227276,1764177705867628742,1764177705860985546,-6643196
439585,1764177705868669142,1764177705862025457,-6643685
3227277,1764177705868688827,1764177705862047383,-6641444
439586,1764177705869728913,1764177705863085719,-6643194
3227278,1764177705869748654,1764177705863105534,-6643120
439587,1764177705870788647,1764177705864151389,-6637258
3227279,1764177705870808610,1764177705864168575,-6640035
439588,1764177705871849455,1764177705865206318,-6643137
3227280,1764177705871868622,1764177705865226244,-6642378
439589,1764177705872909115,1764177705866265933,-6643182
3227281,1764177705872928615,1764177705866285136,-6643479
439590,1764177705873968960,1764177705867325603,-6643357
3227282,1764177705873988404,1764177705867344899,-6643505
439591,1764177705875028676,1764177705868385291,-6643385
3227283,1764177705875048194,1764177705868404809,-6643385
439592,1764177705876089539,1764177705869446572,-6642967
3227284,1764177705876108687,1764177705869467127,-6641560
439593,1764177705877149329,1764177705870506408,-6642921
3227285,1764177705877168643,1764177705870525408,-6643235
439594,1764177705878208988,1764177705871565467,-6643521
3227286,1764177705878228525,1764177705871585541,-6642984
439595,1764177705879269926,1764177705872628230,-6641696
3227287,1764177705879289018,1764177705872645804,-6643214
439596,1764177705880329641,1764177705873686214,-6643427
3227288,1764177705880348938,1764177705873705825,-6643113
439597,1764177705881389301,1764177705874745884,-6643417
3227289,1764177705881408820,1764177705874765643,-6643177
439598,1764177705882448924,1764177705875805165,-6643759
3227290,1764177705882468535,1764177705875824998,-6643537
439599,1764177705883509732,1764177705876866983,-6642749
3227291,1764177705883528621,1764177705876885631,-6642990
439600,1764177705884569466,1764177705877925968,-6643498
3227292,1764177705884588521,1764177705877945190,-6643331
439601,1764177705885629181,1764177705878985712,-6643469
3227293,1764177705885648441,1764177705879005656,-6642785
439602,1764177705886689008,1764177705880045622,-6643386
3227294,1764177705886708323,1764177705880065085,-6643238
439603,1764177705887749964,1764177705881107811,-6642153
3227295,1764177705887768260,1764177705881125051,-6643209
439604,1764177705888809568,1764177705882166832,-6642736
3227296,1764177705888828235,1764177705882184777,-6643458
439605,1764177705889869376,1764177705883225873,-6643503
3227297,1764177705889888061,1764177705883245484,-6642577
439606,1764177705890929092,1764177705884286265,-6642827
3227298,1764177705890948073,1764177705884304802,-6643271
439607,1764177705891990029,1764177705885349471,-6640558
3227299,1764177705892007937,1764177705885364731,-6643206
439608,1764177705893049652,1764177705886407049,-6642603
3227300,1764177705893068004,1764177705886425141,-6642863
439609,1764177705894109312,1764177705887465885,-6643427
3227301,1764177705894128127,1764177705887485126,-6643001
439610,1764177705895168898,1764177705888535222,-6633676
3227302,1764177705895188231,1764177705888543296,-6644935
439611,1764177705896228947,1764177705889585484,-6643463
3227303,1764177705896248058,1764177705889604558,-6643500
439612,1764177705897288958,1764177705890646339,-6642619
3227304,1764177705897307903,1764177705890665043,-6642860
439613,1764177705898348840,1764177705891705176,-6643664
3227305,1764177705898367692,1764177705891724324,-6643368
439614,1764177705899409685,1764177705892766383,-6643302
3227306,1764177705899427519,1764177705892785198,-6642321
439615,1764177705900469456,1764177705893828515,-6640941
3227307,1764177705900487327,1764177705893844053,-6643274
439616,1764177705901529172,1764177705894885870,-6643302
3227308,1764177705901547098,1764177705894903537,-6643561
439617,1764177705902588850,1764177705895945133,-6643717
3227309,1764177705902607091,1764177705895963837,-6643254
439618,1764177705903649140,1764177705897005969,-6643171
3227310,1764177705903666973,1764177705897024377,-6642596
439619,1764177705904708688,1764177705898065454,-6643234
3227311,1764177705904726836,1764177705898083417,-6643419
439620,1764177705905768404,1764177705899124661,-6643743
3227312,1764177705905786959,1764177705899143346,-6643613
439621,1764177705906827971,1764177705900185275,-6642696
3227313,1764177705906847026,1764177705900203646,-6643380
439622,1764177705907887816,1764177705901244260,-6643556
3227314,1764177705907908890,1764177705901267316,-6641574
439623,1764177705908947587,1764177705902304763,-6642824
3227315,1764177705908970383,1764177705902327189,-6643194
439624,1764177705910007302,1764177705903363914,-6643388
3227316,1764177705910030469,1764177705903387155,-6643314
439625,1764177705911067110,1764177705904424344,-6642766
3227317,1764177705911090240,1764177705904447177,-6643063
439626,1764177705912128104,1764177705905485013,-6643091
3227318,1764177705912150474,1764177705905507254,-6643220
439627,1764177705913187745,1764177705906544443,-6643302
3227319,1764177705913210282,1764177705906567720,-6642562
439628,1764177705914247571,1764177705907604427,-6643144
3227320,1764177705914269905,1764177705907626187,-6643718
439629,1764177705915308491,1764177705908665412,-6643079
3227321,1764177705915329657,1764177705908686208,-6643449
439630,1764177705916368299,1764177705909724693,-6643606
3227322,1764177705916389484,1764177705909745989,-6643495
439631,1764177705917428181,1764177705910787177,-6641004
3227323,1764177705917449218,1764177705910806418,-6642800
439632,1764177705918487915,1764177705911844403,-6643512
3227324,1764177705918508748,1764177705911865496,-6643252
439633,1764177705919548889,1764177705912905110,-6643779
3227325,1764177705919568593,1764177705912924684,-6643909
439634,1764177705920608679,1764177705913970076,-6638603
3227326,1764177705920628364,1764177705913986187,-6642177
439635,1764177705921668468,1764177705915026079,-6642389
3227327,1764177705921688024,1764177705915044801,-6643223
439636,1764177705922728221,1764177705916084767,-6643454
3227328,1764177705922747795,1764177705916104508,-6643287
439637,1764177705923789047,1764177705917145641,-6643406
3227329,1764177705923807825,1764177705917164419,-6643406
439638,1764177705924848800,1764177705918207385,-6641415
3227330,1764177705924867818,1764177705918225385,-6642433
439639,1764177705925908608,1764177705919265758,-6642850
3227331,1764177705925927719,1764177705919284629,-6643090
439640,1764177705926968360,1764177705920325206,-6643154
3227332,1764177705926987545,1764177705920345484,-6642061
439641,1764177705928029261,1764177705921386635,-6642626
3227333,1764177705928047631,1764177705921404209,-6643422
439642,1764177705929088957,1764177705922445638,-6643319
3227334,1764177705929107624,1764177705922464083,-6643541
439643,1764177705930148691,1764177705923505234,-6643457
3227335,1764177705930167636,1764177705923523827,-6643809
439644,1764177705931209777,1764177705924566571,-6643206
3227336,1764177705931227425,1764177705924584756,-6642669
439645,1764177705932269474,1764177705925626222,-6643252
3227337,1764177705932287307,1764177705925644778,-6642529
439646,1764177705933329115,1764177705926687725,-6641390
3227338,1764177705933347356,1764177705926703910,-6643446
439647,1764177705934388757,1764177705927746006,-6642751
3227339,1764177705934407257,1764177705927764173,-6643084
439648,1764177705935449491,1764177705928807306,-6642185
3227340,1764177705935467083,1764177705928823250,-6643833
439649,1764177705936509095,1764177705929869864,-6639231
3227341,1764177705936527021,1764177705929887679,-6639342
439650,1764177705937568755,1764177705930925423,-6643332
3227342,1764177705937586699,1764177705930943275,-6643424
439651,1764177705938628526,1764177705931986408,-6642118
3227343,1764177705938646859,1764177705932003963,-6642896
439652,1764177705939689278,1764177705933046744,-6642534
3227344,1764177705939706760,1764177705933063300,-6643460
439653,1764177705940748957,1764177705934105618,-6643339
3227345,1764177705940766586,1764177705934124229,-6642357
439654,1764177705941808709,1764177705935165288,-6643421
3227346,1764177705941826468,1764177705935183232,-6643236
439655,1764177705942868258,1764177705936224865,-6643393
3227347,1764177705942886424,1764177705936243439,-6642985
439656,1764177705943929084,1764177705937286553,-6642531
3227348,1764177705943946362,1764177705937303479,-6642883
439657,1764177705944988763,1764177705938345205,-6643558
3227349,1764177705945006077,1764177705938363594,-6642483
439658,1764177705946048348,1764177705939405171,-6643177
3227350,1764177705946065885,1764177705939422578,-6643307
439659,1764177705947107953,1764177705940464544,-6643409
3227351,1764177705947125842,1764177705940482526,-6643316
439660,1764177705948168724,1764177705941526048,-6642676
3227352,1764177705948185687,1764177705941542344,-6643343
439661,1764177705949228198,1764177705942584940,-6643258
3227353,1764177705949245457,1764177705942602014,-6643443
439662,1764177705950287673,1764177705943644739,-6642934
3227354,1764177705950305265,1764177705943661924,-6643341
439663,1764177705951348500,1764177705944705039,-6643461
3227355,1764177705951365092,1764177705944721594,-6643498
439664,1764177705952408085,1764177705945765653,-6642432
3227356,1764177705952424937,1764177705945782894,-6642043
439665,1764177705953467727,1764177705946824471,-6643256
3227357,1764177705953484930,1764177705946841730,-6643200
439666,1764177705954526998,1764177705947883567,-6643431
3227358,1764177705954544720,1764177705947901993,-6642727
439667,1764177705955587806,1764177705948944496,-6643310
3227359,1764177705955604546,1764177705948961274,-6643272
439668,1764177705956647502,1764177705950003980,-6643522
3227360,1764177705956664280,1764177705950020777,-6643503
439669,1764177705957707088,1764177705951063521,-6643567
3227361,1764177705957723977,1764177705951080891,-6643086
439670,1764177705958766563,1764177705952123616,-6642947
3227362,1764177705958785989,1764177705952146135,-6639854
439671,1764177705959827260,1764177705953184379,-6642881
3227363,1764177705959847463,1764177705953204027,-6643436
439672,1764177705960887142,1764177705954243567,-6643575
3227364,1764177705960907531,1764177705954264049,-6643482
439673,1764177705961947080,1764177705955304496,-6642584
3227365,1764177705961967524,1764177705955324219,-6643305
439674,1764177705963006813,1764177705956363203,-6643610
3227366,1764177705963027387,1764177705956383963,-6643424
439675,1764177705964067621,1764177705957425040,-6642581
3227367,1764177705964087658,1764177705957444225,-6643433
439676,1764177705965127541,1764177705958484321,-6643220
3227368,1764177705965147577,1764177705958504024,-6643553
439677,1764177705966187256,1764177705959544361,-6642895
3227369,1764177705966207422,1764177705959564528,-6642894
439678,1764177705967248064,1764177705960604771,-6643293
3227370,1764177705967267768,1764177705960625031,-6642737
439679,1764177705968307909,1764177705961664552,-6643357
3227371,1764177705968327724,1764177705961685293,-6642431
439680,1764177705969367550,1764177705962724111,-6643439
3227372,1764177705969387698,1764177705962744389,-6643309
439681,1764177705970427266,1764177705963783392,-6643874
3227373,1764177705970447617,1764177705963810874,-6636743
439682,1764177705971488037,1764177705964849673,-6638364
3227374,1764177705971507518,1764177705964865192,-6642326
439683,1764177705972547919,1764177705965906380,-6641539
3227375,1764177705972567326,1764177705965925028,-6642298
439684,1764177705973607671,1764177705966964254,-6643417
3227376,1764177705973627430,1764177705966983846,-6643584
439685,1764177705974667350,1764177705968023812,-6643538
3227377,1764177705974687164,1764177705968043535,-6643629
439686,1764177705975728158,1764177705969086667,-6641491
3227378,1764177705975747287,1764177705969104149,-6643138
439687,1764177705976787854,1764177705970144837,-6643017
3227379,1764177705976807262,1764177705970163800,-6643462
439688,1764177705977847662,1764177705971204285,-6643377
3227380,1764177705977867162,1764177705971223729,-6643433
439689,1764177705978907396,1764177705972264010,-6643386
3227381,1764177705978927100,1764177705972283510,-6643590
439690,1764177705979968297,1764177705973325717,-6642580
3227382,1764177705979987260,1764177705973344532,-6642728
439691,1764177705981026827,1764177705974385146,-6641681
3227383,1764177705981047179,1764177705974403646,-6643533
439692,1764177705982085098,1764177705975441279,-6643819
3227384,1764177705982106820,1764177705975463983,-6642837
439693,1764177705983143499,1764177705976504541,-6638958
3227385,1764177705983166406,1764177705976544060,-6622346
439694,1764177705984203047,1764177705977562841,-6640206
3227386,1764177705984226899,1764177705977584137,-6642762
439695,1764177705985263041,1764177705978619789,-6643252
3227387,1764177705985286763,1764177705978643696,-6643067
439696,1764177705986322812,1764177705979679495,-6643317
3227388,1764177705986346497,1764177705979704236,-6642261
439697,1764177705987383731,1764177705980741091,-6642640
3227389,1764177705987406305,1764177705980762943,-6643362
439698,1764177705988443520,1764177705981800391,-6643129
3227390,1764177705988466094,1764177705981822983,-6643111
439699,1764177705989503291,1764177705982860727,-6642564
3227391,1764177705989525717,1764177705982882542,-6643175
439700,1764177705990563099,1764177705983919712,-6643387
3227392,1764177705990585506,1764177705983941953,-6643553
439701,1764177705991623944,1764177705984980771,-6643173
3227393,1764177705991645259,1764177705985002308,-6642951
439702,1764177705992683734,1764177705986040126,-6643608
3227394,1764177705992705085,1764177705986061570,-6643515
439703,1764177705993743449,1764177705987101481,-6641968
3227395,1764177705993764856,1764177705987121851,-6643005
439704,1764177705994803127,1764177705988159595,-6643532
3227396,1764177705994824572,1764177705988181077,-6643495
439705,1764177705995864010,1764177705989220709,-6643301
3227397,1764177705995884417,1764177705989242117,-6642300
439706,1764177705996923762,1764177705990280398,-6643364
3227398,1764177705996944169,1764177705990300731,-6643438
439707,1764177705997983570,1764177705991340216,-6643354
3227399,1764177705998003829,1764177705991360642,-6643187
439708,1764177705999043230,1764177705992399663,-6643567
3227400,1764177705999063785,1764177705992421200,-6642585
439709,1764177706000103982,1764177705993460852,-6643130
3227401,1764177706000123556,1764177705993481074,-6642482
439710,1764177706001163698,1764177705994520670,-6643028
3227402,1764177706001183290,1764177705994539725,-6643565
439711,1764177706002223432,1764177705995579914,-6643518
3227403,1764177706002242950,1764177705995599506,-6643444
439712,1764177706003284795,1764177705996642676,-6642119
3227404,1764177706003303054,1764177705996659620,-6643434
439713,1764177706004344529,1764177705997701309,-6643220
3227405,1764177706004362973,1764177705997720216,-6642757
439714,1764177706005403522,1764177705998760312,-6643210
3227406,1764177706005422911,1764177705998779405,-6643506
439715,1764177706006463256,1764177705999819834,-6643422
3227407,1764177706006482756,1764177705999839186,-6643570
439716,1764177706007524194,1764177706000881559,-6642635
3227408,1764177706007542768,1764177706000900078,-6642690
439717,1764177706008583835,1764177706001943062,-6640773
3227409,1764177706008604539,1764177706001963007,-6641532
439718,1764177706009643569,1764177706003000214,-6643355
3227410,1764177706009665884,1764177706003025028,-6640856
439719,1764177706010703618,1764177706004060124,-6643494
3227411,1764177706010726099,1764177706004082772,-6643327
439720,1764177706011764889,1764177706005121998,-6642891
3227412,1764177706011786092,1764177706005142794,-6643298
439721,1764177706012824771,1764177706006181779,-6642992
3227413,1764177706012845900,1764177706006202297,-6643603
439722,1764177706013884505,1764177706007241412,-6643093
3227414,1764177706013905690,1764177706007263134,-6642556
439723,1764177706014944257,1764177706008301007,-6643250
3227415,1764177706014965516,1764177706008322211,-6643305
439724,1764177706016005010,1764177706009362214,-6642796
3227416,1764177706016025343,1764177706009382325,-6643018
439725,1764177706017064781,1764177706010422291,-6642490
3227417,1764177706017085299,1764177706010441625,-6643674
439726,1764177706018124663,1764177706011480609,-6644054
3227418,1764177706018145144,1764177706011501406,-6643738
439727,1764177706019185489,1764177706012541761,-6643728
3227419,1764177706019205008,1764177706012561039,-6643969
439728,1764177706020245353,1764177706013601412,-6643941
3227420,1764177706020264927,1764177706013621134,-6643793
439729,1764177706021305105,1764177706014668100,-6637005
3227421,1764177706021324753,1764177706014689897,-6634856
439730,1764177706022364876,1764177706015721770,-6643106
3227422,1764177706022384765,1764177706015741530,-6643235
439731,1764177706023425814,1764177706016782922,-6642892
3227423,1764177706023444962,1764177706016802885,-6642077
439732,1764177706024485363,1764177706017842221,-6643142
3227424,1764177706024504936,1764177706017861573,-6643363
439733,1764177706025545245,1764177706018901928,-6643317
3227425,1764177706025564856,1764177706018921521,-6643335
439734,1764177706026605053,1764177706019961431,-6643622
3227426,1764177706026624608,1764177706019981061,-6643547
439735,1764177706027666009,1764177706021022601,-6643408
3227427,1764177706027684638,1764177706021042138,-6642500
439736,1764177706028725632,1764177706022082715,-6642917
3227428,1764177706028744761,1764177706022101215,-6643546
439737,1764177706029785588,1764177706023142663,-6642925
3227429,1764177706029804625,1764177706023161589,-6643036
439738,1764177706030845451,1764177706024203036,-6642415
3227430,1764177706030864525,1764177706024221055,-6643470
